timestamp,handle,packets,bytes,qlen,drops
2021-01-26 02:32:27.658207,1:,4,252,0,0
2021-01-26 02:32:27.658207,122:,0,0,0,0
2021-01-26 02:32:27.658207,124:,0,0,0,0
2021-01-26 02:32:27.658207,113:,0,0,0,0
2021-01-26 02:32:27.658207,111:,0,0,0,0
2021-01-26 02:32:27.658207,12:,0,0,0,0
2021-01-26 02:32:27.658207,121:,0,0,0,0
2021-01-26 02:32:27.658207,123:,0,0,0,0
2021-01-26 02:32:27.658207,112:,0,0,0,0
2021-01-26 02:32:27.658207,114:,4,252,0,0
2021-01-26 02:32:27.658207,11:,4,252,0,0
2021-01-26 02:32:29.666685,1:,25,22638,979,0
2021-01-26 02:32:29.666685,122:,1,1066,99,0
2021-01-26 02:32:29.666685,124:,0,0,200,0
2021-01-26 02:32:29.666685,113:,0,0,100,0
2021-01-26 02:32:29.666685,111:,2,2132,98,0
2021-01-26 02:32:29.666685,12:,18,19188,482,0
2021-01-26 02:32:29.666685,121:,17,18122,83,0
2021-01-26 02:32:29.666685,123:,0,0,100,0
2021-01-26 02:32:29.666685,112:,1,1066,99,0
2021-01-26 02:32:29.666685,114:,4,252,200,0
2021-01-26 02:32:29.666685,11:,7,3450,497,0
2021-01-26 02:32:31.687210,1:,54,53552,950,0
2021-01-26 02:32:31.687210,122:,1,1066,99,0
2021-01-26 02:32:31.687210,124:,0,0,200,0
2021-01-26 02:32:31.687210,113:,0,0,100,0
2021-01-26 02:32:31.687210,111:,3,3198,97,0
2021-01-26 02:32:31.687210,12:,46,49036,454,0
2021-01-26 02:32:31.687210,121:,45,47970,55,0
2021-01-26 02:32:31.687210,123:,0,0,100,0
2021-01-26 02:32:31.687210,112:,1,1066,99,0
2021-01-26 02:32:31.687210,114:,4,252,200,0
2021-01-26 02:32:31.687210,11:,8,4516,496,0
2021-01-26 02:32:33.705384,1:,84,85532,920,0
2021-01-26 02:32:33.705384,122:,1,1066,99,0
2021-01-26 02:32:33.705384,124:,0,0,200,0
