duration_in_secs,handle,packets,bytes
0.0,1:,5,294
0.0,122:,0,0
0.0,124:,0,0
0.0,113:,0,0
0.0,111:,0,0
0.0,12:,0,0
0.0,121:,0,0
0.0,123:,0,0
0.0,112:,0,0
0.0,114:,3,210
0.0,11:,3,210
2.008861,1:,5,294
2.008861,122:,0,0
2.008861,124:,0,0
2.008861,113:,0,0
2.008861,111:,0,0
2.008861,12:,0,0
2.008861,121:,0,0
2.008861,123:,0,0
2.008861,112:,0,0
2.008861,114:,3,210
2.008861,11:,3,210
4.018765,1:,5,294
4.018765,122:,0,0
4.018765,124:,0,0
4.018765,113:,0,0
4.018765,111:,0,0
4.018765,12:,0,0
4.018765,121:,0,0
4.018765,123:,0,0
4.018765,112:,0,0
4.018765,114:,3,210
4.018765,11:,3,210
6.033885,1:,5,294
6.033885,122:,0,0
6.033885,124:,0,0
6.033885,113:,0,0
6.033885,111:,0,0
6.033885,12:,0,0
6.033885,121:,0,0
6.033885,123:,0,0
6.033885,112:,0,0
6.033885,114:,3,210
6.033885,11:,3,210
8.130753,1:,5,294
8.130753,122:,0,0
8.130753,124:,0,0
8.130753,113:,0,0
8.130753,111:,0,0
8.130753,12:,0,0
8.130753,121:,0,0
8.130753,123:,0,0
8.130753,112:,0,0
8.130753,114:,3,210
8.130753,11:,3,210
10.135865,1:,5,294
10.135865,122:,0,0
10.135865,124:,0,0
10.135865,113:,0,0
10.135865,111:,0,0
10.135865,12:,0,0
10.135865,121:,0,0
10.135865,123:,0,0
10.135865,112:,0,0
10.135865,114:,3,210
10.135865,11:,3,210
12.149743,1:,24,20548
12.149743,122:,1,1066
12.149743,124:,0,0
12.149743,113:,0,0
12.149743,111:,2,2132
12.149743,12:,16,17056
12.149743,121:,15,15990
12.149743,123:,0,0
12.149743,112:,1,1066
12.149743,114:,3,210
12.149743,11:,6,3408
14.170331,1:,38,35472
14.170331,122:,1,1066
14.170331,124:,0,0
14.170331,113:,0,0
14.170331,111:,2,2132
14.170331,12:,30,31980
14.170331,121:,29,30914
14.170331,123:,0,0
14.170331,112:,1,1066
14.170331,114:,3,210
14.170331,11:,6,3408
16.18856,1:,53,51462
16.18856,122:,1,1066
16.18856,124:,0,0
16.18856,113:,0,0
16.18856,111:,3,3198
16.18856,12:,44,46904
16.18856,121:,43,45838
16.18856,123:,0,0
16.18856,112:,1,1066
16.18856,114:,3,210
16.18856,11:,7,4474
18.208408,1:,67,66386
18.208408,122:,1,1066
18.208408,124:,0,0
18.208408,113:,0,0
18.208408,111:,3,3198
18.208408,12:,58,61828
18.208408,121:,57,60762
18.208408,123:,0,0
18.208408,112:,1,1066
18.208408,114:,3,210
18.208408,11:,7,4474
20.228726,1:,82,82376
20.228726,122:,1,1066
20.228726,124:,0,0
20.228726,113:,0,0
20.228726,111:,4,4264
20.228726,12:,72,76752
20.228726,121:,71,75686
20.228726,123:,0,0
20.228726,112:,1,1066
20.228726,114:,3,210
20.228726,11:,8,5540
22.238885,1:,97,98366
22.238885,122:,1,1066
22.238885,124:,0,0
22.238885,113:,0,0
22.238885,111:,4,4264
22.238885,12:,87,92742
22.238885,121:,86,91676
22.238885,123:,0,0
22.238885,112:,1,1066
22.238885,114:,3,210
22.238885,11:,8,5540
24.254172,1:,112,114356
24.254172,122:,1,1066
24.254172,124:,0,0
24.254172,113:,0,0
24.254172,111:,5,5330
24.254172,12:,101,107666
24.254172,121:,100,106600
24.254172,123:,0,0
24.254172,112:,1,1066
24.254172,114:,3,210
24.254172,11:,9,6606
26.300408,1:,127,130346
26.300408,122:,15,15990
26.300408,124:,0,0
26.300408,113:,0,0
26.300408,111:,6,6396
26.300408,12:,115,122590
26.300408,121:,100,106600
26.300408,123:,0,0
26.300408,112:,1,1066
26.300408,114:,3,210
26.300408,11:,10,7672
28.316199,1:,141,145270
28.316199,122:,29,30914
28.316199,124:,0,0
28.316199,113:,0,0
28.316199,111:,6,6396
28.316199,12:,129,137514
28.316199,121:,100,106600
28.316199,123:,0,0
28.316199,112:,1,1066
28.316199,114:,3,210
28.316199,11:,10,7672
30.324122,1:,156,161260
30.324122,122:,43,45838
30.324122,124:,0,0
30.324122,113:,0,0
30.324122,111:,7,7462
30.324122,12:,143,152438
30.324122,121:,100,106600
30.324122,123:,0,0
30.324122,112:,1,1066
30.324122,114:,3,210
30.324122,11:,11,8738
32.340695,1:,171,177250
32.340695,122:,58,61828
32.340695,124:,0,0
32.340695,113:,0,0
32.340695,111:,7,7462
32.340695,12:,158,168428
32.340695,121:,100,106600
32.340695,123:,0,0
32.340695,112:,1,1066
32.340695,114:,3,210
32.340695,11:,11,8738
34.363461,1:,186,193240
34.363461,122:,72,76752
34.363461,124:,0,0
34.363461,113:,0,0
34.363461,111:,8,8528
34.363461,12:,172,183352
34.363461,121:,100,106600
34.363461,123:,0,0
34.363461,112:,1,1066
34.363461,114:,3,210
34.363461,11:,12,9804
36.384687,1:,200,208164
36.384687,122:,86,91676
36.384687,124:,0,0
36.384687,113:,0,0
36.384687,111:,8,8528
36.384687,12:,186,198276
36.384687,121:,100,106600
36.384687,123:,0,0
36.384687,112:,1,1066
36.384687,114:,3,210
36.384687,11:,12,9804
38.391256,1:,215,224154
38.391256,122:,100,106600
38.391256,124:,0,0
38.391256,113:,0,0
38.391256,111:,9,9594
38.391256,12:,200,213200
38.391256,121:,100,106600
38.391256,123:,0,0
38.391256,112:,1,1066
38.391256,114:,3,210
38.391256,11:,13,10870
40.398448,1:,229,239078
40.398448,122:,100,106600
40.398448,124:,6,6396
40.398448,113:,0,0
40.398448,111:,9,9594
40.398448,12:,214,228124
40.398448,121:,100,106600
40.398448,123:,9,9594
40.398448,112:,1,1066
40.398448,114:,3,210
40.398448,11:,13,10870
