duration_in_secs,meter_id,packets,bytes
64.690944,10,7,7462
64.690944,8,0,0
64.690944,9,0,0
64.690944,5,115,122590
64.690944,1,0,0
64.690944,4,0,0
64.690944,6,0,0
64.690944,7,0,0
64.690944,2,0,0
64.690944,3,0,0
65.718786,10,7,7462
65.718786,8,0,0
65.718786,9,0,0
65.718786,5,117,124722
65.718786,1,0,0
65.718786,4,0,0
65.718786,6,0,0
65.718786,7,0,0
65.718786,2,0,0
65.718786,3,0,0
66.750525,10,7,7462
66.750525,8,0,0
66.750525,9,0,0
66.750525,5,118,125788
66.750525,1,0,0
66.750525,4,0,0
66.750525,6,0,0
66.750525,7,0,0
66.750525,2,0,0
66.750525,3,0,0
67.781629,10,7,7462
67.781629,8,0,0
67.781629,9,0,0
67.781629,5,120,127920
67.781629,1,0,0
67.781629,4,0,0
67.781629,6,0,0
67.781629,7,0,0
67.781629,2,0,0
67.781629,3,0,0
68.8056,10,7,7462
68.8056,8,0,0
68.8056,9,0,0
68.8056,5,122,130052
68.8056,1,0,0
68.8056,4,0,0
68.8056,6,0,0
68.8056,7,0,0
68.8056,2,0,0
68.8056,3,0,0
69.825128,10,7,7462
69.825128,8,0,0
69.825128,9,0,0
69.825128,5,124,132184
69.825128,1,0,0
69.825128,4,0,0
69.825128,6,0,0
69.825128,7,0,0
69.825128,2,0,0
69.825128,3,0,0
70.832676,10,7,7462
70.832676,8,0,0
70.832676,9,0,0
70.832676,5,126,134316
70.832676,1,0,0
70.832676,4,0,0
70.832676,6,0,0
70.832676,7,0,0
70.832676,2,0,0
70.832676,3,0,0
71.858553,10,7,7462
71.858553,8,0,0
71.858553,9,0,0
71.858553,5,127,135382
71.858553,1,0,0
71.858553,4,0,0
71.858553,6,0,0
71.858553,7,0,0
71.858553,2,0,0
71.858553,3,0,0
72.888616,10,7,7462
72.888616,8,0,0
72.888616,9,0,0
72.888616,5,129,137514
72.888616,1,0,0
72.888616,4,0,0
72.888616,6,0,0
72.888616,7,0,0
72.888616,2,0,0
72.888616,3,0,0
73.916728,10,7,7462
73.916728,8,0,0
73.916728,9,0,0
73.916728,5,131,139646
73.916728,1,0,0
73.916728,4,0,0
73.916728,6,0,0
73.916728,7,0,0
73.916728,2,0,0
73.916728,3,0,0
74.948883,10,7,7462
74.948883,8,0,0
74.948883,9,0,0
74.948883,5,133,141778
74.948883,1,0,0
74.948883,4,0,0
74.948883,6,0,0
74.948883,7,0,0
74.948883,2,0,0
74.948883,3,0,0
75.992239,10,7,7462
75.992239,8,0,0
75.992239,9,0,0
75.992239,5,135,143910
75.992239,1,0,0
75.992239,4,0,0
75.992239,6,0,0
75.992239,7,0,0
75.992239,2,0,0
75.992239,3,0,0
77.024222,10,7,7462
77.024222,8,0,0
77.024222,9,0,0
77.024222,5,136,144976
77.024222,1,0,0
77.024222,4,0,0
77.024222,6,0,0
77.024222,7,0,0
77.024222,2,0,0
77.024222,3,0,0
78.062435,10,7,7462
78.062435,8,0,0
78.062435,9,0,0
78.062435,5,138,147108
78.062435,1,0,0
78.062435,4,0,0
78.062435,6,0,0
78.062435,7,0,0
78.062435,2,0,0
78.062435,3,0,0
79.093904,10,8,8528
79.093904,8,0,0
79.093904,9,0,0
79.093904,5,140,149240
79.093904,1,0,0
79.093904,4,0,0
79.093904,6,0,0
79.093904,7,0,0
79.093904,2,0,0
79.093904,3,0,0
80.124672,10,8,8528
80.124672,8,0,0
80.124672,9,0,0
80.124672,5,142,151372
80.124672,1,0,0
80.124672,4,0,0
80.124672,6,0,0
80.124672,7,0,0
80.124672,2,0,0
80.124672,3,0,0
81.162118,10,8,8528
81.162118,8,0,0
81.162118,9,0,0
81.162118,5,144,153504
81.162118,1,0,0
81.162118,4,0,0
81.162118,6,0,0
81.162118,7,0,0
81.162118,2,0,0
81.162118,3,0,0
82.17809,10,8,8528
82.17809,8,0,0
82.17809,9,0,0
82.17809,5,146,155636
82.17809,1,0,0
82.17809,4,0,0
82.17809,6,0,0
82.17809,7,0,0
82.17809,2,0,0
82.17809,3,0,0
83.213666,10,8,8528
83.213666,8,0,0
83.213666,9,0,0
83.213666,5,147,156702
83.213666,1,0,0
83.213666,4,0,0
83.213666,6,0,0
83.213666,7,0,0
83.213666,2,0,0
83.213666,3,0,0
84.248827,10,8,8528
84.248827,8,0,0
84.248827,9,0,0
84.248827,5,149,158834
84.248827,1,0,0
84.248827,4,0,0
84.248827,6,0,0
84.248827,7,0,0
84.248827,2,0,0
84.248827,3,0,0
85.295041,10,8,8528
85.295041,8,0,0
85.295041,9,0,0
85.295041,5,151,160966
85.295041,1,0,0
85.295041,4,0,0
85.295041,6,0,0
85.295041,7,0,0
85.295041,2,0,0
85.295041,3,0,0
86.331384,10,8,8528
86.331384,8,0,0
86.331384,9,0,0
86.331384,5,153,163098
86.331384,1,0,0
86.331384,4,0,0
86.331384,6,0,0
86.331384,7,0,0
86.331384,2,0,0
86.331384,3,0,0
87.36412,10,8,8528
87.36412,8,0,0
87.36412,9,0,0
87.36412,5,155,165230
87.36412,1,0,0
87.36412,4,0,0
87.36412,6,0,0
87.36412,7,0,0
87.36412,2,0,0
87.36412,3,0,0
88.395544,10,8,8528
88.395544,8,0,0
88.395544,9,0,0
88.395544,5,156,166296
88.395544,1,0,0
88.395544,4,0,0
88.395544,6,0,0
88.395544,7,0,0
88.395544,2,0,0
88.395544,3,0,0
89.426,10,8,8528
89.426,8,0,0
89.426,9,0,0
89.426,5,158,168428
89.426,1,0,0
89.426,4,0,0
89.426,6,0,0
89.426,7,0,0
89.426,2,0,0
89.426,3,0,0
90.43731,10,8,8528
90.43731,8,0,0
90.43731,9,0,0
90.43731,5,160,170560
90.43731,1,0,0
90.43731,4,0,0
90.43731,6,0,0
90.43731,7,0,0
90.43731,2,0,0
90.43731,3,0,0
91.469253,10,8,8528
91.469253,8,0,0
91.469253,9,0,0
91.469253,5,162,172692
91.469253,1,0,0
91.469253,4,0,0
91.469253,6,0,0
91.469253,7,0,0
91.469253,2,0,0
91.469253,3,0,0
92.505933,10,8,8528
92.505933,8,0,0
92.505933,9,0,0
92.505933,5,164,174824
92.505933,1,0,0
92.505933,4,0,0
92.505933,6,0,0
92.505933,7,0,0
92.505933,2,0,0
92.505933,3,0,0
93.520509,10,9,9594
93.520509,8,0,0
93.520509,9,0,0
93.520509,5,165,175890
93.520509,1,0,0
93.520509,4,0,0
93.520509,6,0,0
93.520509,7,0,0
93.520509,2,0,0
93.520509,3,0,0
94.543243,10,9,9594
94.543243,8,0,0
94.543243,9,0,0
94.543243,5,167,178022
94.543243,1,0,0
94.543243,4,0,0
94.543243,6,0,0
94.543243,7,0,0
94.543243,2,0,0
94.543243,3,0,0
95.579005,10,9,9594
95.579005,8,0,0
95.579005,9,0,0
95.579005,5,169,180154
95.579005,1,0,0
95.579005,4,0,0
95.579005,6,0,0
95.579005,7,0,0
95.579005,2,0,0
95.579005,3,0,0
96.604991,10,9,9594
96.604991,8,0,0
96.604991,9,0,0
96.604991,5,171,182286
96.604991,1,0,0
96.604991,4,0,0
96.604991,6,0,0
96.604991,7,0,0
96.604991,2,0,0
96.604991,3,0,0
97.647396,10,9,9594
97.647396,8,0,0
97.647396,9,0,0
97.647396,5,173,184418
97.647396,1,0,0
97.647396,4,0,0
97.647396,6,0,0
97.647396,7,0,0
97.647396,2,0,0
97.647396,3,0,0
98.676271,10,9,9594
98.676271,8,0,0
98.676271,9,0,0
98.676271,5,175,186550
98.676271,1,0,0
98.676271,4,0,0
98.676271,6,0,0
98.676271,7,0,0
98.676271,2,0,0
98.676271,3,0,0
99.716785,10,9,9594
99.716785,8,0,0
99.716785,9,0,0
99.716785,5,176,187616
99.716785,1,0,0
99.716785,4,0,0
99.716785,6,0,0
99.716785,7,0,0
99.716785,2,0,0
99.716785,3,0,0
100.755034,10,9,9594
100.755034,8,0,0
100.755034,9,0,0
100.755034,5,178,189748
100.755034,1,0,0
100.755034,4,0,0
100.755034,6,0,0
100.755034,7,0,0
100.755034,2,0,0
100.755034,3,0,0
101.785972,10,9,9594
101.785972,8,0,0
101.785972,9,0,0
101.785972,5,180,191880
101.785972,1,0,0
101.785972,4,0,0
101.785972,6,0,0
101.785972,7,0,0
101.785972,2,0,0
101.785972,3,0,0
102.809372,10,9,9594
102.809372,8,0,0
102.809372,9,0,0
102.809372,5,182,194012
102.809372,1,0,0
102.809372,4,0,0
102.809372,6,0,0
102.809372,7,0,0
102.809372,2,0,0
102.809372,3,0,0
103.816779,10,9,9594
103.816779,8,0,0
103.816779,9,0,0
103.816779,5,184,196144
103.816779,1,0,0
103.816779,4,0,0
103.816779,6,0,0
103.816779,7,0,0
103.816779,2,0,0
103.816779,3,0,0
104.826599,10,9,9594
104.826599,8,0,0
104.826599,9,0,0
104.826599,5,185,197210
104.826599,1,0,0
104.826599,4,0,0
104.826599,6,0,0
104.826599,7,0,0
104.826599,2,0,0
104.826599,3,0,0
105.84353,10,9,9594
105.84353,8,0,0
105.84353,9,0,0
105.84353,5,187,199342
105.84353,1,0,0
105.84353,4,0,0
105.84353,6,0,0
105.84353,7,0,0
105.84353,2,0,0
105.84353,3,0,0
106.862908,10,9,9594
106.862908,8,0,0
106.862908,9,0,0
106.862908,5,189,201474
106.862908,1,0,0
106.862908,4,0,0
106.862908,6,0,0
106.862908,7,0,0
106.862908,2,0,0
106.862908,3,0,0
107.899324,10,10,10660
107.899324,8,0,0
107.899324,9,0,0
107.899324,5,191,203606
107.899324,1,0,0
107.899324,4,0,0
107.899324,6,0,0
107.899324,7,0,0
107.899324,2,0,0
107.899324,3,0,0
108.93365,10,10,10660
108.93365,8,0,0
108.93365,9,0,0
108.93365,5,193,205738
108.93365,1,0,0
108.93365,4,0,0
108.93365,6,0,0
108.93365,7,0,0
108.93365,2,0,0
108.93365,3,0,0
109.97045,10,10,10660
109.97045,8,0,0
109.97045,9,0,0
109.97045,5,194,206804
109.97045,1,0,0
109.97045,4,0,0
109.97045,6,0,0
109.97045,7,0,0
109.97045,2,0,0
109.97045,3,0,0
110.999375,10,10,10660
110.999375,8,0,0
110.999375,9,0,0
110.999375,5,196,208936
110.999375,1,0,0
110.999375,4,0,0
110.999375,6,0,0
110.999375,7,0,0
110.999375,2,0,0
110.999375,3,0,0
112.007355,10,10,10660
112.007355,8,0,0
112.007355,9,0,0
112.007355,5,198,211068
112.007355,1,0,0
112.007355,4,0,0
112.007355,6,0,0
112.007355,7,0,0
112.007355,2,0,0
112.007355,3,0,0
113.040795,10,10,10660
113.040795,8,0,0
113.040795,9,0,0
113.040795,5,200,213200
113.040795,1,0,0
113.040795,4,0,0
113.040795,6,0,0
113.040795,7,0,0
113.040795,2,0,0
113.040795,3,0,0
114.074032,10,10,10660
114.074032,8,0,0
114.074032,9,0,0
114.074032,5,202,215332
114.074032,1,0,0
114.074032,4,0,0
114.074032,6,0,0
114.074032,7,0,0
114.074032,2,0,0
114.074032,3,0,0
115.105328,10,10,10660
115.105328,8,0,0
115.105328,9,0,0
115.105328,5,203,216398
115.105328,1,0,0
115.105328,4,0,0
115.105328,6,0,0
115.105328,7,0,0
115.105328,2,0,0
115.105328,3,0,0
116.139956,10,10,10660
116.139956,8,0,0
116.139956,9,0,0
116.139956,5,205,218530
116.139956,1,0,0
116.139956,4,0,0
116.139956,6,0,0
116.139956,7,0,0
116.139956,2,0,0
116.139956,3,0,0
117.183233,10,10,10660
117.183233,8,0,0
117.183233,9,0,0
117.183233,5,207,220662
117.183233,1,0,0
117.183233,4,0,0
117.183233,6,0,0
117.183233,7,0,0
117.183233,2,0,0
117.183233,3,0,0
118.222927,10,10,10660
118.222927,8,0,0
118.222927,9,0,0
118.222927,5,209,222794
118.222927,1,0,0
118.222927,4,0,0
118.222927,6,0,0
118.222927,7,0,0
118.222927,2,0,0
118.222927,3,0,0
119.25518,10,10,10660
119.25518,8,0,0
119.25518,9,0,0
119.25518,5,211,224926
119.25518,1,0,0
119.25518,4,0,0
119.25518,6,0,0
119.25518,7,0,0
119.25518,2,0,0
119.25518,3,0,0
120.287554,10,10,10660
120.287554,8,0,0
120.287554,9,0,0
120.287554,5,213,227058
120.287554,1,0,0
120.287554,4,0,0
120.287554,6,0,0
120.287554,7,0,0
120.287554,2,0,0
120.287554,3,0,0
121.314458,10,10,10660
121.314458,8,0,0
121.314458,9,0,0
121.314458,5,214,228124
121.314458,1,0,0
121.314458,4,0,0
121.314458,6,0,0
121.314458,7,0,0
121.314458,2,0,0
121.314458,3,0,0
122.322338,10,11,11726
122.322338,8,0,0
122.322338,9,0,0
122.322338,5,216,230256
122.322338,1,0,0
122.322338,4,0,0
122.322338,6,0,0
122.322338,7,0,0
122.322338,2,0,0
122.322338,3,0,0
123.349962,10,11,11726
123.349962,8,0,0
123.349962,9,0,0
123.349962,5,218,232388
123.349962,1,0,0
123.349962,4,0,0
123.349962,6,0,0
123.349962,7,0,0
123.349962,2,0,0
123.349962,3,0,0
124.383718,10,11,11726
124.383718,8,0,0
124.383718,9,0,0
124.383718,5,220,234520
124.383718,1,0,0
124.383718,4,0,0
124.383718,6,0,0
124.383718,7,0,0
124.383718,2,0,0
124.383718,3,0,0
125.416332,10,11,11726
125.416332,8,0,0
125.416332,9,0,0
125.416332,5,222,236652
125.416332,1,0,0
125.416332,4,0,0
125.416332,6,0,0
125.416332,7,0,0
125.416332,2,0,0
125.416332,3,0,0
126.44296,10,11,11726
126.44296,8,0,0
126.44296,9,0,0
126.44296,5,223,237718
126.44296,1,0,0
126.44296,4,0,0
126.44296,6,0,0
126.44296,7,0,0
126.44296,2,0,0
126.44296,3,0,0
127.476343,10,11,11726
127.476343,8,0,0
127.476343,9,0,0
127.476343,5,225,239850
127.476343,1,0,0
127.476343,4,0,0
