duration_in_secs,handle,packets,bytes
0.0,1:,3,0
0.0,122:,0,0
0.0,124:,0,0
0.0,113:,0,0
0.0,111:,0,0
0.0,12:,0,0
0.0,121:,0,0
0.0,123:,0,0
0.0,112:,0,0
0.0,114:,3,0
0.0,11:,3,0
2.0,1:,52,52444
2.0,122:,1,1066
2.0,124:,0,0
2.0,113:,0,0
2.0,111:,3,3198
2.0,12:,45,47970
2.0,121:,44,46904
2.0,123:,0,0
2.0,112:,1,1066
2.0,114:,3,210
2.0,11:,7,4474
4.005092,1:,111,115338
4.005092,122:,2,2132
4.005092,124:,0,0
4.005092,113:,0,0
4.005092,111:,5,5330
4.005092,12:,102,108732
4.005092,121:,100,106600
4.005092,123:,0,0
4.005092,112:,1,1066
4.005092,114:,3,210
4.005092,11:,9,6606
6.021851,1:,170,178232
6.021851,122:,59,62894
6.021851,124:,0,0
6.021851,113:,0,0
6.021851,111:,7,7462
6.021851,12:,159,169494
6.021851,121:,100,106600
6.021851,123:,0,0
6.021851,112:,1,1066
6.021851,114:,3,210
6.021851,11:,11,8738
8.051436,1:,230,242192
8.051436,122:,100,106600
8.051436,124:,7,7462
8.051436,113:,0,0
8.051436,111:,10,10660
8.051436,12:,216,230256
8.051436,121:,100,106600
8.051436,123:,10,10660
8.051436,112:,1,1066
8.051436,114:,3,210
8.051436,11:,14,11936
10.064467,1:,288,304020
10.064467,122:,100,106600
10.064467,124:,29,30914
10.064467,113:,0,0
10.064467,111:,12,12792
10.064467,12:,272,289952
10.064467,121:,100,106600
10.064467,123:,44,46904
10.064467,112:,1,1066
10.064467,114:,3,210
10.064467,11:,16,14068
12.07097,1:,347,366914
12.07097,122:,100,106600
12.07097,124:,52,55432
12.07097,113:,0,0
12.07097,111:,14,14924
12.07097,12:,329,350714
12.07097,121:,100,106600
12.07097,123:,78,83148
12.07097,112:,1,1066
12.07097,114:,3,210
12.07097,11:,18,16200
14.08953,1:,407,430874
14.08953,122:,100,106600
14.08953,124:,86,91676
14.08953,113:,0,0
14.08953,111:,17,18122
14.08953,12:,386,411476
14.08953,121:,100,106600
14.08953,123:,100,106600
14.08953,112:,1,1066
14.08953,114:,3,210
14.08953,11:,21,19398
16.096348,1:,465,492702
16.096348,122:,100,106600
16.096348,124:,142,151372
16.096348,113:,0,0
16.096348,111:,19,20254
16.096348,12:,442,471172
16.096348,121:,100,106600
16.096348,123:,100,106600
16.096348,112:,1,1066
16.096348,114:,3,210
16.096348,11:,23,21530
18.117894,1:,524,555596
18.117894,122:,100,106600
18.117894,124:,199,212134
18.117894,113:,0,0
18.117894,111:,21,22386
18.117894,12:,499,531934
18.117894,121:,100,106600
18.117894,123:,100,106600
18.117894,112:,1,1066
18.117894,114:,3,210
18.117894,11:,25,23662
20.136765,1:,528,559860
20.136765,122:,100,106600
20.136765,124:,200,213200
20.136765,113:,0,0
20.136765,111:,24,25584
20.136765,12:,500,533000
20.136765,121:,100,106600
20.136765,123:,100,106600
20.136765,112:,1,1066
20.136765,114:,3,210
20.136765,11:,28,26860
22.168622,1:,530,561992
22.168622,122:,100,106600
22.168622,124:,200,213200
22.168622,113:,0,0
22.168622,111:,26,27716
22.168622,12:,500,533000
22.168622,121:,100,106600
22.168622,123:,100,106600
22.168622,112:,1,1066
22.168622,114:,3,210
22.168622,11:,30,28992
24.187209,1:,532,564124
24.187209,122:,100,106600
24.187209,124:,200,213200
24.187209,113:,0,0
24.187209,111:,28,29848
24.187209,12:,500,533000
24.187209,121:,100,106600
24.187209,123:,100,106600
24.187209,112:,1,1066
24.187209,114:,3,210
24.187209,11:,32,31124
26.208558,1:,535,567322
26.208558,122:,100,106600
26.208558,124:,200,213200
26.208558,113:,0,0
26.208558,111:,31,33046
26.208558,12:,500,533000
26.208558,121:,100,106600
26.208558,123:,100,106600
26.208558,112:,1,1066
26.208558,114:,3,210
26.208558,11:,35,34322
28.229882,1:,537,569454
28.229882,122:,100,106600
28.229882,124:,200,213200
28.229882,113:,0,0
28.229882,111:,33,35178
28.229882,12:,500,533000
28.229882,121:,100,106600
28.229882,123:,100,106600
28.229882,112:,1,1066
28.229882,114:,3,210
28.229882,11:,37,36454
30.237391,1:,539,571586
30.237391,122:,100,106600
30.237391,124:,200,213200
30.237391,113:,0,0
30.237391,111:,35,37310
30.237391,12:,500,533000
30.237391,121:,100,106600
30.237391,123:,100,106600
30.237391,112:,1,1066
30.237391,114:,3,210
30.237391,11:,39,38586
32.245884,1:,542,574784
32.245884,122:,100,106600
32.245884,124:,200,213200
32.245884,113:,0,0
32.245884,111:,38,40508
32.245884,12:,500,533000
32.245884,121:,100,106600
32.245884,123:,100,106600
32.245884,112:,1,1066
32.245884,114:,3,210
32.245884,11:,42,41784
34.256597,1:,544,576916
34.256597,122:,100,106600
34.256597,124:,200,213200
34.256597,113:,0,0
34.256597,111:,40,42640
34.256597,12:,500,533000
34.256597,121:,100,106600
34.256597,123:,100,106600
34.256597,112:,1,1066
34.256597,114:,3,210
34.256597,11:,44,43916
36.264825,1:,546,579048
36.264825,122:,100,106600
36.264825,124:,200,213200
36.264825,113:,0,0
36.264825,111:,42,44772
36.264825,12:,500,533000
36.264825,121:,100,106600
36.264825,123:,100,106600
36.264825,112:,1,1066
36.264825,114:,3,210
36.264825,11:,46,46048
38.283022,1:,548,581180
38.283022,122:,100,106600
38.283022,124:,200,213200
38.283022,113:,0,0
38.283022,111:,44,46904
38.283022,12:,500,533000
38.283022,121:,100,106600
38.283022,123:,100,106600
38.283022,112:,1,1066
38.283022,114:,3,210
38.283022,11:,48,48180
40.312227,1:,551,584378
40.312227,122:,100,106600
40.312227,124:,200,213200
40.312227,113:,0,0
40.312227,111:,47,50102
40.312227,12:,500,533000
40.312227,121:,100,106600
40.312227,123:,100,106600
40.312227,112:,1,1066
40.312227,114:,3,210
40.312227,11:,51,51378
42.331302,1:,553,586510
42.331302,122:,100,106600
42.331302,124:,200,213200
42.331302,113:,0,0
42.331302,111:,49,52234
42.331302,12:,500,533000
42.331302,121:,100,106600
42.331302,123:,100,106600
42.331302,112:,1,1066
42.331302,114:,3,210
42.331302,11:,53,53510
44.337725,1:,555,588642
44.337725,122:,100,106600
44.337725,124:,200,213200
44.337725,113:,0,0
44.337725,111:,51,54366
44.337725,12:,500,533000
44.337725,121:,100,106600
44.337725,123:,100,106600
44.337725,112:,1,1066
44.337725,114:,3,210
44.337725,11:,55,55642
46.354127,1:,558,591840
46.354127,122:,100,106600
46.354127,124:,200,213200
46.354127,113:,0,0
46.354127,111:,54,57564
46.354127,12:,500,533000
46.354127,121:,100,106600
46.354127,123:,100,106600
46.354127,112:,1,1066
46.354127,114:,3,210
46.354127,11:,58,58840
48.373364,1:,560,593972
48.373364,122:,100,106600
48.373364,124:,200,213200
48.373364,113:,0,0
48.373364,111:,56,59696
48.373364,12:,500,533000
48.373364,121:,100,106600
48.373364,123:,100,106600
48.373364,112:,1,1066
48.373364,114:,3,210
48.373364,11:,60,60972
50.390852,1:,562,596104
50.390852,122:,100,106600
50.390852,124:,200,213200
50.390852,113:,0,0
50.390852,111:,58,61828
50.390852,12:,500,533000
50.390852,121:,100,106600
50.390852,123:,100,106600
50.390852,112:,1,1066
50.390852,114:,3,210
50.390852,11:,62,63104
52.403464,1:,565,599302
52.403464,122:,100,106600
52.403464,124:,200,213200
52.403464,113:,0,0
52.403464,111:,61,65026
52.403464,12:,500,533000
52.403464,121:,100,106600
52.403464,123:,100,106600
52.403464,112:,1,1066
52.403464,114:,3,210
52.403464,11:,65,66302
54.43641,1:,567,601434
54.43641,122:,100,106600
54.43641,124:,200,213200
54.43641,113:,0,0
54.43641,111:,63,67158
54.43641,12:,500,533000
54.43641,121:,100,106600
54.43641,123:,100,106600
54.43641,112:,1,1066
54.43641,114:,3,210
54.43641,11:,67,68434
56.452898,1:,569,603566
56.452898,122:,100,106600
56.452898,124:,200,213200
56.452898,113:,0,0
56.452898,111:,65,69290
56.452898,12:,500,533000
56.452898,121:,100,106600
56.452898,123:,100,106600
56.452898,112:,1,1066
56.452898,114:,3,210
56.452898,11:,69,70566
58.506329,1:,572,606764
58.506329,122:,100,106600
58.506329,124:,200,213200
58.506329,113:,0,0
58.506329,111:,68,72488
58.506329,12:,500,533000
58.506329,121:,100,106600
58.506329,123:,100,106600
58.506329,112:,1,1066
58.506329,114:,3,210
58.506329,11:,72,73764
60.525987,1:,574,608896
60.525987,122:,100,106600
60.525987,124:,200,213200
60.525987,113:,0,0
60.525987,111:,70,74620
60.525987,12:,500,533000
60.525987,121:,100,106600
60.525987,123:,100,106600
60.525987,112:,1,1066
60.525987,114:,3,210
60.525987,11:,74,75896
62.545237,1:,576,611028
62.545237,122:,100,106600
62.545237,124:,200,213200
62.545237,113:,0,0
62.545237,111:,72,76752
62.545237,12:,500,533000
62.545237,121:,100,106600
62.545237,123:,100,106600
62.545237,112:,1,1066
62.545237,114:,3,210
62.545237,11:,76,78028
64.55512,1:,579,614226
64.55512,122:,100,106600
64.55512,124:,200,213200
64.55512,113:,0,0
64.55512,111:,75,79950
64.55512,12:,500,533000
64.55512,121:,100,106600
64.55512,123:,100,106600
64.55512,112:,1,1066
64.55512,114:,3,210
64.55512,11:,79,81226
66.564788,1:,581,616358
66.564788,122:,100,106600
66.564788,124:,200,213200
66.564788,113:,0,0
66.564788,111:,77,82082
66.564788,12:,500,533000
66.564788,121:,100,106600
66.564788,123:,100,106600
66.564788,112:,1,1066
66.564788,114:,3,210
66.564788,11:,81,83358
68.585894,1:,583,618490
68.585894,122:,100,106600
68.585894,124:,200,213200
68.585894,113:,0,0
68.585894,111:,79,84214
68.585894,12:,500,533000
68.585894,121:,100,106600
68.585894,123:,100,106600
68.585894,112:,1,1066
68.585894,114:,3,210
68.585894,11:,83,85490
70.622007,1:,586,621688
70.622007,122:,100,106600
70.622007,124:,200,213200
70.622007,113:,0,0
70.622007,111:,82,87412
70.622007,12:,500,533000
70.622007,121:,100,106600
70.622007,123:,100,106600
70.622007,112:,1,1066
70.622007,114:,3,210
70.622007,11:,86,88688
72.648268,1:,588,623820
72.648268,122:,100,106600
72.648268,124:,200,213200
72.648268,113:,0,0
72.648268,111:,84,89544
72.648268,12:,500,533000
72.648268,121:,100,106600
72.648268,123:,100,106600
72.648268,112:,1,1066
72.648268,114:,3,210
72.648268,11:,88,90820
74.664412,1:,590,625952
74.664412,122:,100,106600
74.664412,124:,200,213200
74.664412,113:,0,0
74.664412,111:,86,91676
74.664412,12:,500,533000
74.664412,121:,100,106600
74.664412,123:,100,106600
74.664412,112:,1,1066
74.664412,114:,3,210
74.664412,11:,90,92952
76.70139,1:,593,629150
76.70139,122:,100,106600
76.70139,124:,200,213200
76.70139,113:,0,0
76.70139,111:,89,94874
76.70139,12:,500,533000
76.70139,121:,100,106600
76.70139,123:,100,106600
76.70139,112:,1,1066
76.70139,114:,3,210
76.70139,11:,93,96150
78.718612,1:,595,631282
78.718612,122:,100,106600
78.718612,124:,200,213200
78.718612,113:,0,0
78.718612,111:,91,97006
78.718612,12:,500,533000
78.718612,121:,100,106600
78.718612,123:,100,106600
78.718612,112:,1,1066
78.718612,114:,3,210
78.718612,11:,95,98282
80.738206,1:,597,633414
80.738206,122:,100,106600
80.738206,124:,200,213200
80.738206,113:,0,0
80.738206,111:,93,99138
80.738206,12:,500,533000
80.738206,121:,100,106600
80.738206,123:,100,106600
80.738206,112:,1,1066
80.738206,114:,3,210
80.738206,11:,97,100414
82.745979,1:,600,636612
82.745979,122:,100,106600
82.745979,124:,200,213200
82.745979,113:,0,0
82.745979,111:,96,102336
82.745979,12:,500,533000
82.745979,121:,100,106600
82.745979,123:,100,106600
82.745979,112:,1,1066
82.745979,114:,3,210
82.745979,11:,100,103612
84.797436,1:,602,638744
84.797436,122:,100,106600
84.797436,124:,200,213200
84.797436,113:,0,0
84.797436,111:,98,104468
84.797436,12:,500,533000
84.797436,121:,100,106600
84.797436,123:,100,106600
84.797436,112:,1,1066
84.797436,114:,3,210
84.797436,11:,102,105744
86.813767,1:,604,640876
86.813767,122:,100,106600
86.813767,124:,200,213200
86.813767,113:,0,0
86.813767,111:,100,106600
86.813767,12:,500,533000
86.813767,121:,100,106600
86.813767,123:,100,106600
86.813767,112:,1,1066
86.813767,114:,3,210
86.813767,11:,104,107876
88.818903,1:,607,644074
88.818903,122:,100,106600
88.818903,124:,200,213200
88.818903,113:,0,0
88.818903,111:,100,106600
88.818903,12:,500,533000
88.818903,121:,100,106600
88.818903,123:,100,106600
88.818903,112:,4,4264
88.818903,114:,3,210
88.818903,11:,107,111074
90.833686,1:,609,646206
90.833686,122:,100,106600
90.833686,124:,200,213200
90.833686,113:,0,0
90.833686,111:,100,106600
90.833686,12:,500,533000
90.833686,121:,100,106600
90.833686,123:,100,106600
90.833686,112:,6,6396
90.833686,114:,3,210
90.833686,11:,109,113206
92.848435,1:,611,648338
92.848435,122:,100,106600
92.848435,124:,200,213200
92.848435,113:,0,0
92.848435,111:,100,106600
92.848435,12:,500,533000
92.848435,121:,100,106600
92.848435,123:,100,106600
92.848435,112:,8,8528
92.848435,114:,3,210
92.848435,11:,111,115338
94.85972,1:,613,650470
94.85972,122:,100,106600
94.85972,124:,200,213200
94.85972,113:,0,0
94.85972,111:,100,106600
94.85972,12:,500,533000
94.85972,121:,100,106600
94.85972,123:,100,106600
94.85972,112:,10,10660
94.85972,114:,3,210
94.85972,11:,113,117470
96.864666,1:,616,653668
96.864666,122:,100,106600
96.864666,124:,200,213200
96.864666,113:,0,0
96.864666,111:,100,106600
96.864666,12:,500,533000
96.864666,121:,100,106600
96.864666,123:,100,106600
96.864666,112:,13,13858
96.864666,114:,3,210
96.864666,11:,116,120668
98.892885,1:,618,655800
98.892885,122:,100,106600
98.892885,124:,200,213200
98.892885,113:,0,0
98.892885,111:,100,106600
98.892885,12:,500,533000
98.892885,121:,100,106600
98.892885,123:,100,106600
98.892885,112:,15,15990
98.892885,114:,3,210
98.892885,11:,118,122800
100.899913,1:,620,657932
100.899913,122:,100,106600
100.899913,124:,200,213200
100.899913,113:,0,0
100.899913,111:,100,106600
100.899913,12:,500,533000
100.899913,121:,100,106600
100.899913,123:,100,106600
100.899913,112:,17,18122
100.899913,114:,3,210
100.899913,11:,120,124932
102.909699,1:,623,661130
102.909699,122:,100,106600
102.909699,124:,200,213200
102.909699,113:,0,0
102.909699,111:,100,106600
102.909699,12:,500,533000
102.909699,121:,100,106600
102.909699,123:,100,106600
102.909699,112:,20,21320
102.909699,114:,3,210
102.909699,11:,123,128130
104.941431,1:,625,663262
104.941431,122:,100,106600
104.941431,124:,200,213200
104.941431,113:,0,0
104.941431,111:,100,106600
104.941431,12:,500,533000
104.941431,121:,100,106600
104.941431,123:,100,106600
104.941431,112:,22,23452
104.941431,114:,3,210
104.941431,11:,125,130262
106.959731,1:,627,665394
106.959731,122:,100,106600
106.959731,124:,200,213200
106.959731,113:,0,0
106.959731,111:,100,106600
106.959731,12:,500,533000
106.959731,121:,100,106600
106.959731,123:,100,106600
106.959731,112:,24,25584
106.959731,114:,3,210
106.959731,11:,127,132394
108.977305,1:,630,668592
108.977305,122:,100,106600
108.977305,124:,200,213200
108.977305,113:,0,0
108.977305,111:,100,106600
108.977305,12:,500,533000
108.977305,121:,100,106600
108.977305,123:,100,106600
108.977305,112:,27,28782
108.977305,114:,3,210
108.977305,11:,130,135592
110.996451,1:,632,670724
110.996451,122:,100,106600
110.996451,124:,200,213200
110.996451,113:,0,0
110.996451,111:,100,106600
110.996451,12:,500,533000
110.996451,121:,100,106600
110.996451,123:,100,106600
110.996451,112:,29,30914
110.996451,114:,3,210
110.996451,11:,132,137724
113.00622,1:,634,672856
113.00622,122:,100,106600
113.00622,124:,200,213200
113.00622,113:,0,0
113.00622,111:,100,106600
113.00622,12:,500,533000
113.00622,121:,100,106600
113.00622,123:,100,106600
113.00622,112:,31,33046
113.00622,114:,3,210
113.00622,11:,134,139856
115.019286,1:,637,676054
115.019286,122:,100,106600
115.019286,124:,200,213200
115.019286,113:,0,0
115.019286,111:,100,106600
115.019286,12:,500,533000
115.019286,121:,100,106600
115.019286,123:,100,106600
115.019286,112:,34,36244
115.019286,114:,3,210
115.019286,11:,137,143054
117.037508,1:,639,678186
117.037508,122:,100,106600
117.037508,124:,200,213200
117.037508,113:,0,0
117.037508,111:,100,106600
117.037508,12:,500,533000
117.037508,121:,100,106600
117.037508,123:,100,106600
117.037508,112:,36,38376
117.037508,114:,3,210
117.037508,11:,139,145186
119.054831,1:,641,680318
119.054831,122:,100,106600
119.054831,124:,200,213200
119.054831,113:,0,0
119.054831,111:,100,106600
119.054831,12:,500,533000
119.054831,121:,100,106600
119.054831,123:,100,106600
119.054831,112:,38,40508
119.054831,114:,3,210
119.054831,11:,141,147318
121.072452,1:,644,683516
121.072452,122:,100,106600
121.072452,124:,200,213200
121.072452,113:,0,0
121.072452,111:,100,106600
121.072452,12:,500,533000
121.072452,121:,100,106600
121.072452,123:,100,106600
121.072452,112:,41,43706
121.072452,114:,3,210
121.072452,11:,144,150516
123.092138,1:,646,685648
123.092138,122:,100,106600
123.092138,124:,200,213200
123.092138,113:,0,0
123.092138,111:,100,106600
123.092138,12:,500,533000
123.092138,121:,100,106600
123.092138,123:,100,106600
123.092138,112:,43,45838
123.092138,114:,3,210
123.092138,11:,146,152648
125.103651,1:,648,687780
125.103651,122:,100,106600
125.103651,124:,200,213200
125.103651,113:,0,0
125.103651,111:,100,106600
125.103651,12:,500,533000
125.103651,121:,100,106600
125.103651,123:,100,106600
125.103651,112:,45,47970
125.103651,114:,3,210
125.103651,11:,148,154780
127.1535,1:,651,690978
127.1535,122:,100,106600
127.1535,124:,200,213200
127.1535,113:,0,0
127.1535,111:,100,106600
127.1535,12:,500,533000
127.1535,121:,100,106600
127.1535,123:,100,106600
127.1535,112:,48,51168
127.1535,114:,3,210
127.1535,11:,151,157978
129.158914,1:,653,693110
129.158914,122:,100,106600
129.158914,124:,200,213200
129.158914,113:,0,0
129.158914,111:,100,106600
129.158914,12:,500,533000
129.158914,121:,100,106600
129.158914,123:,100,106600
129.158914,112:,50,53300
129.158914,114:,3,210
129.158914,11:,153,160110
131.174166,1:,655,695242
131.174166,122:,100,106600
131.174166,124:,200,213200
131.174166,113:,0,0
131.174166,111:,100,106600
131.174166,12:,500,533000
131.174166,121:,100,106600
131.174166,123:,100,106600
131.174166,112:,52,55432
131.174166,114:,3,210
131.174166,11:,155,162242
133.181273,1:,658,698440
133.181273,122:,100,106600
133.181273,124:,200,213200
133.181273,113:,0,0
133.181273,111:,100,106600
133.181273,12:,500,533000
133.181273,121:,100,106600
133.181273,123:,100,106600
133.181273,112:,55,58630
133.181273,114:,3,210
133.181273,11:,158,165440
135.201069,1:,660,700572
135.201069,122:,100,106600
135.201069,124:,200,213200
135.201069,113:,0,0
135.201069,111:,100,106600
135.201069,12:,500,533000
135.201069,121:,100,106600
135.201069,123:,100,106600
135.201069,112:,57,60762
135.201069,114:,3,210
135.201069,11:,160,167572
137.234983,1:,662,702704
137.234983,122:,100,106600
137.234983,124:,200,213200
137.234983,113:,0,0
137.234983,111:,100,106600
137.234983,12:,500,533000
137.234983,121:,100,106600
137.234983,123:,100,106600
137.234983,112:,59,62894
137.234983,114:,3,210
137.234983,11:,162,169704
139.255645,1:,665,705902
139.255645,122:,100,106600
139.255645,124:,200,213200
139.255645,113:,0,0
139.255645,111:,100,106600
139.255645,12:,500,533000
139.255645,121:,100,106600
139.255645,123:,100,106600
139.255645,112:,62,66092
139.255645,114:,3,210
139.255645,11:,165,172902
141.291739,1:,667,708034
141.291739,122:,100,106600
141.291739,124:,200,213200
141.291739,113:,0,0
141.291739,111:,100,106600
141.291739,12:,500,533000
141.291739,121:,100,106600
141.291739,123:,100,106600
141.291739,112:,64,68224
141.291739,114:,3,210
141.291739,11:,167,175034
143.310031,1:,669,710166
143.310031,122:,100,106600
143.310031,124:,200,213200
143.310031,113:,0,0
143.310031,111:,100,106600
143.310031,12:,500,533000
143.310031,121:,100,106600
143.310031,123:,100,106600
143.310031,112:,66,70356
143.310031,114:,3,210
143.310031,11:,169,177166
145.326374,1:,671,712298
145.326374,122:,100,106600
145.326374,124:,200,213200
145.326374,113:,0,0
145.326374,111:,100,106600
145.326374,12:,500,533000
145.326374,121:,100,106600
145.326374,123:,100,106600
145.326374,112:,68,72488
145.326374,114:,3,210
145.326374,11:,171,179298
147.350656,1:,674,715496
147.350656,122:,100,106600
147.350656,124:,200,213200
147.350656,113:,0,0
147.350656,111:,100,106600
147.350656,12:,500,533000
147.350656,121:,100,106600
147.350656,123:,100,106600
147.350656,112:,71,75686
147.350656,114:,3,210
147.350656,11:,174,182496
149.369987,1:,676,717628
149.369987,122:,100,106600
149.369987,124:,200,213200
149.369987,113:,0,0
149.369987,111:,100,106600
149.369987,12:,500,533000
149.369987,121:,100,106600
149.369987,123:,100,106600
149.369987,112:,73,77818
149.369987,114:,3,210
149.369987,11:,176,184628
151.40036,1:,678,719760
151.40036,122:,100,106600
151.40036,124:,200,213200
151.40036,113:,0,0
151.40036,111:,100,106600
151.40036,12:,500,533000
151.40036,121:,100,106600
151.40036,123:,100,106600
151.40036,112:,75,79950
151.40036,114:,3,210
151.40036,11:,178,186760
153.408609,1:,681,722958
153.408609,122:,100,106600
153.408609,124:,200,213200
153.408609,113:,0,0
153.408609,111:,100,106600
153.408609,12:,500,533000
153.408609,121:,100,106600
153.408609,123:,100,106600
153.408609,112:,78,83148
153.408609,114:,3,210
153.408609,11:,181,189958
155.425279,1:,683,725090
155.425279,122:,100,106600
155.425279,124:,200,213200
155.425279,113:,0,0
155.425279,111:,100,106600
155.425279,12:,500,533000
155.425279,121:,100,106600
155.425279,123:,100,106600
155.425279,112:,80,85280
155.425279,114:,3,210
155.425279,11:,183,192090
157.440557,1:,685,727222
157.440557,122:,100,106600
157.440557,124:,200,213200
157.440557,113:,0,0
157.440557,111:,100,106600
157.440557,12:,500,533000
157.440557,121:,100,106600
157.440557,123:,100,106600
157.440557,112:,82,87412
157.440557,114:,3,210
157.440557,11:,185,194222
159.454177,1:,688,730420
159.454177,122:,100,106600
159.454177,124:,200,213200
159.454177,113:,0,0
159.454177,111:,100,106600
159.454177,12:,500,533000
159.454177,121:,100,106600
159.454177,123:,100,106600
159.454177,112:,85,90610
159.454177,114:,3,210
159.454177,11:,188,197420
161.475858,1:,690,732552
161.475858,122:,100,106600
161.475858,124:,200,213200
161.475858,113:,0,0
161.475858,111:,100,106600
161.475858,12:,500,533000
161.475858,121:,100,106600
161.475858,123:,100,106600
161.475858,112:,87,92742
161.475858,114:,3,210
161.475858,11:,190,199552
163.495737,1:,692,734684
163.495737,122:,100,106600
163.495737,124:,200,213200
163.495737,113:,0,0
163.495737,111:,100,106600
163.495737,12:,500,533000
163.495737,121:,100,106600
163.495737,123:,100,106600
163.495737,112:,89,94874
163.495737,114:,3,210
163.495737,11:,192,201684
165.526461,1:,695,737882
165.526461,122:,100,106600
165.526461,124:,200,213200
165.526461,113:,0,0
165.526461,111:,100,106600
165.526461,12:,500,533000
165.526461,121:,100,106600
165.526461,123:,100,106600
165.526461,112:,92,98072
165.526461,114:,3,210
165.526461,11:,195,204882
167.546781,1:,697,740014
167.546781,122:,100,106600
167.546781,124:,200,213200
167.546781,113:,0,0
167.546781,111:,100,106600
167.546781,12:,500,533000
167.546781,121:,100,106600
167.546781,123:,100,106600
167.546781,112:,94,100204
167.546781,114:,3,210
167.546781,11:,197,207014
169.561573,1:,699,742146
169.561573,122:,100,106600
169.561573,124:,200,213200
169.561573,113:,0,0
169.561573,111:,100,106600
169.561573,12:,500,533000
169.561573,121:,100,106600
169.561573,123:,100,106600
169.561573,112:,96,102336
169.561573,114:,3,210
169.561573,11:,199,209146
171.578837,1:,702,745344
171.578837,122:,100,106600
171.578837,124:,200,213200
171.578837,113:,0,0
171.578837,111:,100,106600
171.578837,12:,500,533000
171.578837,121:,100,106600
171.578837,123:,100,106600
171.578837,112:,99,105534
171.578837,114:,3,210
171.578837,11:,202,212344
173.596229,1:,704,747476
173.596229,122:,100,106600
173.596229,124:,200,213200
173.596229,113:,1,1066
173.596229,111:,100,106600
173.596229,12:,500,533000
173.596229,121:,100,106600
173.596229,123:,100,106600
173.596229,112:,100,106600
173.596229,114:,4,1276
173.596229,11:,204,214476
175.615521,1:,706,749608
175.615521,122:,100,106600
175.615521,124:,200,213200
175.615521,113:,2,2132
175.615521,111:,100,106600
175.615521,12:,500,533000
175.615521,121:,100,106600
175.615521,123:,100,106600
175.615521,112:,100,106600
175.615521,114:,5,2342
175.615521,11:,206,216608
177.633638,1:,709,752806
177.633638,122:,100,106600
177.633638,124:,200,213200
177.633638,113:,4,4264
177.633638,111:,100,106600
177.633638,12:,500,533000
177.633638,121:,100,106600
177.633638,123:,100,106600
177.633638,112:,100,106600
177.633638,114:,6,3408
177.633638,11:,209,219806
179.652739,1:,711,754938
179.652739,122:,100,106600
179.652739,124:,200,213200
179.652739,113:,5,5330
179.652739,111:,100,106600
179.652739,12:,500,533000
179.652739,121:,100,106600
179.652739,123:,100,106600
179.652739,112:,100,106600
179.652739,114:,7,4474
179.652739,11:,211,221938
181.668981,1:,713,757070
181.668981,122:,100,106600
181.668981,124:,200,213200
181.668981,113:,6,6396
181.668981,111:,100,106600
181.668981,12:,500,533000
181.668981,121:,100,106600
181.668981,123:,100,106600
181.668981,112:,100,106600
181.668981,114:,8,5540
181.668981,11:,213,224070
183.688708,1:,716,760268
183.688708,122:,100,106600
