duration_in_secs,meter_id,packets,bytes
0.0,10,0,0
0.0,8,0,0
0.0,9,0,0
0.0,5,0,0
0.0,1,0,0
0.0,4,0,0
0.0,6,0,0
0.0,7,0,0
0.0,2,0,0
0.0,3,0,0
1.008313,10,0,0
1.008313,8,2,2132
1.008313,9,0,0
1.008313,5,0,0
1.008313,1,0,0
1.008313,4,0,0
1.008313,6,0,0
1.008313,7,0,0
1.008313,2,0,0
1.008313,3,4,4264
2.023379,10,0,0
2.023379,8,2,2132
2.023379,9,0,0
2.023379,5,0,0
2.023379,1,0,0
2.023379,4,0,0
2.023379,6,0,0
2.023379,7,0,0
2.023379,2,0,0
2.023379,3,12,12792
3.055558,10,0,0
3.055558,8,3,3198
3.055558,9,0,0
3.055558,5,0,0
3.055558,1,0,0
3.055558,4,0,0
3.055558,6,0,0
3.055558,7,0,0
3.055558,2,0,0
3.055558,3,19,20254
4.078432,10,0,0
4.078432,8,3,3198
4.078432,9,0,0
4.078432,5,0,0
4.078432,1,0,0
4.078432,4,0,0
4.078432,6,0,0
4.078432,7,0,0
4.078432,2,0,0
4.078432,3,26,27716
5.120866,10,0,0
5.120866,8,3,3198
5.120866,9,0,0
5.120866,5,0,0
5.120866,1,0,0
5.120866,4,0,0
5.120866,6,0,0
5.120866,7,0,0
5.120866,2,0,0
5.120866,3,33,35178
6.14365,10,0,0
6.14365,8,4,4264
6.14365,9,0,0
6.14365,5,0,0
6.14365,1,0,0
6.14365,4,0,0
6.14365,6,0,0
6.14365,7,0,0
6.14365,2,0,0
6.14365,3,40,42640
7.158894,10,0,0
7.158894,8,4,4264
7.158894,9,0,0
7.158894,5,0,0
7.158894,1,0,0
7.158894,4,0,0
7.158894,6,0,0
7.158894,7,0,0
7.158894,2,0,0
7.158894,3,48,51168
8.188266,10,0,0
8.188266,8,4,4264
8.188266,9,0,0
8.188266,5,0,0
8.188266,1,0,0
8.188266,4,0,0
8.188266,6,0,0
8.188266,7,0,0
8.188266,2,0,0
8.188266,3,55,58630
9.216908,10,0,0
9.216908,8,4,4264
9.216908,9,0,0
9.216908,5,0,0
9.216908,1,0,0
9.216908,4,0,0
9.216908,6,0,0
9.216908,7,0,0
9.216908,2,0,0
9.216908,3,62,66092
10.252028,10,0,0
10.252028,8,5,5330
10.252028,9,0,0
10.252028,5,0,0
10.252028,1,0,0
10.252028,4,0,0
10.252028,6,0,0
10.252028,7,0,0
10.252028,2,0,0
10.252028,3,69,73554
11.261166,10,0,0
11.261166,8,5,5330
11.261166,9,0,0
11.261166,5,0,0
11.261166,1,0,0
11.261166,4,0,0
11.261166,6,0,0
11.261166,7,0,0
11.261166,2,0,0
11.261166,3,77,82082
12.283359,10,0,0
12.283359,8,5,5330
12.283359,9,0,0
12.283359,5,0,0
12.283359,1,0,0
12.283359,4,0,0
12.283359,6,0,0
12.283359,7,0,0
12.283359,2,0,0
12.283359,3,84,89544
13.296,10,0,0
13.296,8,6,6396
13.296,9,0,0
13.296,5,0,0
13.296,1,0,0
13.296,4,0,0
13.296,6,0,0
13.296,7,0,0
13.296,2,0,0
13.296,3,91,97006
14.305132,10,0,0
14.305132,8,6,6396
14.305132,9,0,0
14.305132,5,0,0
14.305132,1,0,0
14.305132,4,0,0
14.305132,6,0,0
14.305132,7,0,0
14.305132,2,0,0
14.305132,3,98,104468
15.312699,10,0,0
15.312699,8,6,6396
15.312699,9,0,0
15.312699,5,0,0
15.312699,1,0,0
15.312699,4,0,0
15.312699,6,0,0
15.312699,7,0,0
15.312699,2,0,0
15.312699,3,105,111930
16.348441,10,0,0
16.348441,8,6,6396
16.348441,9,0,0
16.348441,5,0,0
16.348441,1,0,0
16.348441,4,0,0
16.348441,6,0,0
16.348441,7,0,0
16.348441,2,0,0
16.348441,3,112,119392
17.376883,10,0,0
17.376883,8,7,7462
17.376883,9,0,0
17.376883,5,0,0
17.376883,1,0,0
17.376883,4,0,0
17.376883,6,0,0
17.376883,7,0,0
17.376883,2,0,0
17.376883,3,120,127920
18.406778,10,0,0
18.406778,8,7,7462
18.406778,9,0,0
18.406778,5,0,0
18.406778,1,0,0
18.406778,4,0,0
18.406778,6,0,0
18.406778,7,0,0
18.406778,2,0,0
18.406778,3,127,135382
19.432131,10,0,0
19.432131,8,7,7462
19.432131,9,0,0
19.432131,5,0,0
19.432131,1,0,0
19.432131,4,0,0
19.432131,6,0,0
19.432131,7,0,0
19.432131,2,0,0
19.432131,3,134,142844
20.447214,10,0,0
20.447214,8,8,8528
20.447214,9,0,0
20.447214,5,0,0
20.447214,1,0,0
20.447214,4,0,0
20.447214,6,0,0
20.447214,7,0,0
20.447214,2,0,0
20.447214,3,141,150306
21.454723,10,0,0
21.454723,8,8,8528
21.454723,9,0,0
21.454723,5,0,0
21.454723,1,0,0
21.454723,4,0,0
21.454723,6,0,0
21.454723,7,0,0
21.454723,2,0,0
21.454723,3,148,157768
22.461919,10,0,0
22.461919,8,8,8528
22.461919,9,0,0
22.461919,5,0,0
22.461919,1,0,0
22.461919,4,0,0
22.461919,6,0,0
22.461919,7,0,0
22.461919,2,0,0
22.461919,3,155,165230
23.471975,10,0,0
23.471975,8,8,8528
23.471975,9,0,0
23.471975,5,0,0
23.471975,1,0,0
23.471975,4,0,0
23.471975,6,0,0
23.471975,7,0,0
23.471975,2,0,0
23.471975,3,162,172692
24.500465,10,0,0
24.500465,8,9,9594
24.500465,9,0,0
24.500465,5,0,0
24.500465,1,0,0
24.500465,4,0,0
24.500465,6,0,0
24.500465,7,0,0
24.500465,2,0,0
24.500465,3,170,181220
25.513639,10,0,0
25.513639,8,9,9594
25.513639,9,0,0
25.513639,5,0,0
25.513639,1,0,0
25.513639,4,0,0
25.513639,6,0,0
25.513639,7,0,0
25.513639,2,0,0
25.513639,3,177,188682
26.520649,10,0,0
26.520649,8,9,9594
26.520649,9,0,0
26.520649,5,0,0
26.520649,1,0,0
26.520649,4,0,0
26.520649,6,0,0
26.520649,7,0,0
26.520649,2,0,0
26.520649,3,184,196144
27.551093,10,0,0
27.551093,8,10,10660
27.551093,9,0,0
27.551093,5,0,0
27.551093,1,0,0
27.551093,4,0,0
27.551093,6,0,0
27.551093,7,0,0
27.551093,2,0,0
27.551093,3,191,203606
28.564398,10,0,0
28.564398,8,10,10660
28.564398,9,0,0
28.564398,5,0,0
28.564398,1,0,0
28.564398,4,0,0
28.564398,6,0,0
28.564398,7,0,0
28.564398,2,0,0
28.564398,3,198,211068
29.603681,10,0,0
29.603681,8,10,10660
29.603681,9,0,0
29.603681,5,0,0
29.603681,1,0,0
29.603681,4,0,0
29.603681,6,0,0
29.603681,7,0,0
29.603681,2,0,0
29.603681,3,206,219596
30.627799,10,0,0
30.627799,8,10,10660
30.627799,9,0,0
30.627799,5,0,0
30.627799,1,0,0
30.627799,4,0,0
30.627799,6,0,0
30.627799,7,0,0
30.627799,2,0,0
30.627799,3,213,227058
31.635142,10,0,0
31.635142,8,11,11726
31.635142,9,0,0
31.635142,5,0,0
31.635142,1,0,0
31.635142,4,0,0
31.635142,6,0,0
31.635142,7,0,0
31.635142,2,0,0
31.635142,3,220,234520
32.670748,10,0,0
32.670748,8,11,11726
32.670748,9,0,0
32.670748,5,0,0
32.670748,1,0,0
32.670748,4,0,0
32.670748,6,0,0
32.670748,7,0,0
32.670748,2,0,0
32.670748,3,227,241982
33.700145,10,0,0
33.700145,8,11,11726
33.700145,9,0,0
33.700145,5,0,0
33.700145,1,0,0
33.700145,4,0,0
33.700145,6,0,0
33.700145,7,0,0
33.700145,2,0,0
33.700145,3,234,249444
34.729572,10,0,0
34.729572,8,12,12792
34.729572,9,0,0
34.729572,5,0,0
34.729572,1,0,0
34.729572,4,0,0
34.729572,6,0,0
34.729572,7,0,0
34.729572,2,0,0
34.729572,3,242,257972
35.737321,10,0,0
35.737321,8,12,12792
35.737321,9,0,0
35.737321,5,0,0
35.737321,1,0,0
35.737321,4,0,0
35.737321,6,0,0
35.737321,7,0,0
35.737321,2,0,0
35.737321,3,249,265434
36.750657,10,0,0
36.750657,8,12,12792
36.750657,9,0,0
36.750657,5,0,0
36.750657,1,0,0
36.750657,4,0,0
36.750657,6,0,0
36.750657,7,0,0
36.750657,2,0,0
36.750657,3,256,272896
37.786836,10,0,0
37.786836,8,12,12792
37.786836,9,0,0
37.786836,5,0,0
37.786836,1,0,0
37.786836,4,0,0
37.786836,6,0,0
37.786836,7,0,0
37.786836,2,0,0
37.786836,3,263,280358
38.817104,10,0,0
38.817104,8,13,13858
38.817104,9,0,0
38.817104,5,0,0
38.817104,1,0,0
38.817104,4,0,0
38.817104,6,0,0
38.817104,7,0,0
38.817104,2,0,0
38.817104,3,270,287820
39.858777,10,0,0
39.858777,8,13,13858
39.858777,9,0,0
39.858777,5,0,0
39.858777,1,0,0
39.858777,4,0,0
39.858777,6,0,0
39.858777,7,0,0
39.858777,2,0,0
39.858777,3,278,296348
40.887393,10,0,0
40.887393,8,13,13858
40.887393,9,0,0
40.887393,5,0,0
40.887393,1,0,0
40.887393,4,0,0
40.887393,6,0,0
40.887393,7,0,0
40.887393,2,0,0
40.887393,3,285,303810
41.92195,10,0,0
41.92195,8,14,14924
41.92195,9,0,0
41.92195,5,0,0
41.92195,1,0,0
41.92195,4,0,0
41.92195,6,0,0
41.92195,7,0,0
41.92195,2,0,0
41.92195,3,292,311272
42.947615,10,0,0
42.947615,8,14,14924
42.947615,9,0,0
42.947615,5,0,0
42.947615,1,0,0
42.947615,4,0,0
42.947615,6,0,0
42.947615,7,0,0
42.947615,2,0,0
42.947615,3,299,318734
43.976243,10,0,0
43.976243,8,14,14924
43.976243,9,0,0
43.976243,5,0,0
43.976243,1,0,0
43.976243,4,0,0
43.976243,6,0,0
43.976243,7,0,0
43.976243,2,0,0
43.976243,3,307,327262
44.998739,10,0,0
44.998739,8,14,14924
44.998739,9,0,0
44.998739,5,0,0
44.998739,1,0,0
44.998739,4,0,0
44.998739,6,0,0
44.998739,7,0,0
44.998739,2,0,0
44.998739,3,314,334724
46.024641,10,0,0
46.024641,8,15,15990
46.024641,9,0,0
46.024641,5,0,0
46.024641,1,0,0
46.024641,4,0,0
46.024641,6,0,0
46.024641,7,0,0
46.024641,2,0,0
46.024641,3,321,342186
47.056283,10,0,0
47.056283,8,15,15990
47.056283,9,0,0
47.056283,5,0,0
47.056283,1,0,0
47.056283,4,0,0
47.056283,6,0,0
47.056283,7,0,0
47.056283,2,0,0
