duration_in_secs,meter_id,packets,bytes
0.0,10,0,0
0.0,8,0,0
0.0,9,0,0
0.0,5,0,0
0.0,1,0,0
0.0,4,0,0
0.0,6,0,0
0.0,7,0,0
0.0,2,0,0
0.0,3,0,0
1.025744,10,0,0
1.025744,8,0,0
1.025744,9,0,0
1.025744,5,0,0
1.025744,1,11,11726
1.025744,4,0,0
1.025744,6,2,2132
1.025744,7,0,0
1.025744,2,0,0
1.025744,3,0,0
2.045685,10,0,0
2.045685,8,0,0
2.045685,9,0,0
2.045685,5,0,0
2.045685,1,40,42640
2.045685,4,0,0
2.045685,6,4,4264
2.045685,7,0,0
2.045685,2,0,0
2.045685,3,0,0
3.066546,10,0,0
3.066546,8,0,0
3.066546,9,0,0
3.066546,5,0,0
3.066546,1,68,72488
3.066546,4,0,0
3.066546,6,5,5330
3.066546,7,0,0
3.066546,2,0,0
3.066546,3,0,0
4.092837,10,0,0
4.092837,8,0,0
4.092837,9,0,0
4.092837,5,0,0
4.092837,1,97,103402
4.092837,4,0,0
4.092837,6,6,6396
4.092837,7,0,0
4.092837,2,0,0
4.092837,3,0,0
5.123436,10,0,0
5.123436,8,0,0
5.123436,9,0,0
5.123436,5,0,0
5.123436,1,126,134316
5.123436,4,0,0
5.123436,6,7,7462
5.123436,7,0,0
5.123436,2,0,0
5.123436,3,0,0
6.142496,10,0,0
6.142496,8,0,0
6.142496,9,0,0
6.142496,5,0,0
6.142496,1,155,165230
6.142496,4,0,0
6.142496,6,8,8528
6.142496,7,0,0
6.142496,2,0,0
6.142496,3,0,0
7.157159,10,0,0
7.157159,8,0,0
7.157159,9,0,0
7.157159,5,0,0
7.157159,1,184,196144
7.157159,4,0,0
7.157159,6,9,9594
7.157159,7,0,0
7.157159,2,0,0
7.157159,3,0,0
8.17984,10,0,0
8.17984,8,0,0
8.17984,9,0,0
8.17984,5,0,0
8.17984,1,212,225992
8.17984,4,0,0
8.17984,6,11,11726
8.17984,7,0,0
8.17984,2,0,0
8.17984,3,0,0
9.187547,10,0,0
9.187547,8,0,0
9.187547,9,0,0
9.187547,5,0,0
9.187547,1,240,255840
9.187547,4,0,0
9.187547,6,12,12792
9.187547,7,0,0
9.187547,2,0,0
9.187547,3,0,0
10.194957,10,0,0
10.194957,8,0,0
10.194957,9,0,0
10.194957,5,0,0
10.194957,1,269,286754
10.194957,4,0,0
10.194957,6,13,13858
10.194957,7,0,0
10.194957,2,0,0
10.194957,3,0,0
11.202432,10,0,0
11.202432,8,0,0
11.202432,9,0,0
11.202432,5,0,0
11.202432,1,298,317668
11.202432,4,0,0
11.202432,6,14,14924
11.202432,7,0,0
11.202432,2,0,0
11.202432,3,0,0
12.236504,10,0,0
12.236504,8,0,0
12.236504,9,0,0
12.236504,5,0,0
12.236504,1,327,348582
12.236504,4,0,0
12.236504,6,15,15990
12.236504,7,0,0
12.236504,2,0,0
12.236504,3,0,0
13.269496,10,0,0
13.269496,8,0,0
13.269496,9,0,0
13.269496,5,0,0
13.269496,1,356,379496
13.269496,4,0,0
13.269496,6,16,17056
13.269496,7,0,0
13.269496,2,0,0
13.269496,3,0,0
14.315487,10,0,0
14.315487,8,0,0
14.315487,9,0,0
14.315487,5,0,0
14.315487,1,385,410410
14.315487,4,0,0
14.315487,6,18,19188
14.315487,7,0,0
14.315487,2,0,0
14.315487,3,0,0
15.347255,10,0,0
15.347255,8,0,0
15.347255,9,0,0
15.347255,5,0,0
15.347255,1,414,441324
15.347255,4,0,0
15.347255,6,19,20254
15.347255,7,0,0
15.347255,2,0,0
15.347255,3,0,0
16.373131,10,0,0
16.373131,8,0,0
16.373131,9,0,0
16.373131,5,0,0
16.373131,1,443,472238
16.373131,4,0,0
16.373131,6,20,21320
16.373131,7,0,0
16.373131,2,0,0
16.373131,3,0,0
17.393224,10,0,0
17.393224,8,0,0
17.393224,9,0,0
17.393224,5,0,0
17.393224,1,471,502086
17.393224,4,0,0
17.393224,6,21,22386
17.393224,7,0,0
17.393224,2,0,0
17.393224,3,0,0
18.400763,10,0,0
18.400763,8,0,0
18.400763,9,0,0
18.400763,5,0,0
18.400763,1,500,533000
18.400763,4,0,0
18.400763,6,22,23452
18.400763,7,0,0
18.400763,2,0,0
18.400763,3,0,0
19.409604,10,0,0
19.409604,8,0,0
19.409604,9,0,0
19.409604,5,0,0
19.409604,1,500,533000
19.409604,4,0,0
19.409604,6,23,24518
19.409604,7,0,0
19.409604,2,0,0
19.409604,3,0,0
20.438057,10,0,0
20.438057,8,0,0
20.438057,9,0,0
20.438057,5,0,0
20.438057,1,500,533000
20.438057,4,0,0
20.438057,6,25,26650
20.438057,7,0,0
20.438057,2,0,0
20.438057,3,0,0
21.477531,10,0,0
21.477531,8,0,0
21.477531,9,0,0
21.477531,5,0,0
21.477531,1,500,533000
21.477531,4,0,0
21.477531,6,26,27716
21.477531,7,0,0
21.477531,2,0,0
21.477531,3,0,0
22.508082,10,0,0
22.508082,8,0,0
22.508082,9,0,0
22.508082,5,0,0
22.508082,1,500,533000
22.508082,4,0,0
22.508082,6,27,28782
22.508082,7,0,0
22.508082,2,0,0
22.508082,3,0,0
23.537081,10,0,0
23.537081,8,0,0
23.537081,9,0,0
23.537081,5,0,0
23.537081,1,500,533000
23.537081,4,0,0
23.537081,6,28,29848
23.537081,7,0,0
23.537081,2,0,0
23.537081,3,0,0
24.573054,10,0,0
24.573054,8,0,0
24.573054,9,0,0
24.573054,5,0,0
24.573054,1,500,533000
24.573054,4,0,0
24.573054,6,29,30914
24.573054,7,0,0
24.573054,2,0,0
24.573054,3,0,0
25.606893,10,0,0
25.606893,8,0,0
25.606893,9,0,0
25.606893,5,0,0
25.606893,1,500,533000
25.606893,4,0,0
25.606893,6,31,33046
25.606893,7,0,0
25.606893,2,0,0
25.606893,3,0,0
26.64045,10,0,0
26.64045,8,0,0
26.64045,9,0,0
26.64045,5,0,0
26.64045,1,500,533000
26.64045,4,0,0
26.64045,6,32,34112
26.64045,7,0,0
26.64045,2,0,0
26.64045,3,0,0
27.669669,10,0,0
27.669669,8,0,0
27.669669,9,0,0
27.669669,5,0,0
27.669669,1,500,533000
27.669669,4,0,0
27.669669,6,33,35178
27.669669,7,0,0
27.669669,2,0,0
27.669669,3,0,0
28.704196,10,0,0
28.704196,8,0,0
28.704196,9,0,0
28.704196,5,0,0
28.704196,1,500,533000
28.704196,4,0,0
28.704196,6,34,36244
28.704196,7,0,0
28.704196,2,0,0
28.704196,3,0,0
29.732419,10,0,0
29.732419,8,0,0
29.732419,9,0,0
29.732419,5,0,0
29.732419,1,500,533000
29.732419,4,0,0
29.732419,6,35,37310
29.732419,7,0,0
29.732419,2,0,0
29.732419,3,0,0
30.751407,10,0,0
30.751407,8,0,0
30.751407,9,0,0
30.751407,5,0,0
30.751407,1,500,533000
30.751407,4,0,0
30.751407,6,37,39442
30.751407,7,0,0
30.751407,2,0,0
30.751407,3,0,0
31.782923,10,0,0
31.782923,8,0,0
31.782923,9,0,0
31.782923,5,0,0
31.782923,1,500,533000
31.782923,4,0,0
31.782923,6,38,40508
31.782923,7,0,0
31.782923,2,0,0
31.782923,3,0,0
32.810434,10,0,0
32.810434,8,0,0
32.810434,9,0,0
32.810434,5,0,0
32.810434,1,500,533000
32.810434,4,0,0
32.810434,6,39,41574
32.810434,7,0,0
32.810434,2,0,0
32.810434,3,0,0
33.840336,10,0,0
33.840336,8,0,0
33.840336,9,0,0
33.840336,5,0,0
33.840336,1,500,533000
33.840336,4,0,0
33.840336,6,40,42640
33.840336,7,0,0
33.840336,2,0,0
33.840336,3,0,0
34.869893,10,0,0
34.869893,8,0,0
34.869893,9,0,0
34.869893,5,0,0
34.869893,1,500,533000
34.869893,4,0,0
34.869893,6,41,43706
34.869893,7,0,0
34.869893,2,0,0
34.869893,3,0,0
35.908085,10,0,0
35.908085,8,0,0
35.908085,9,0,0
35.908085,5,0,0
35.908085,1,500,533000
35.908085,4,0,0
35.908085,6,42,44772
35.908085,7,0,0
35.908085,2,0,0
35.908085,3,0,0
36.930804,10,0,0
36.930804,8,0,0
36.930804,9,0,0
36.930804,5,0,0
36.930804,1,500,533000
36.930804,4,0,0
36.930804,6,44,46904
36.930804,7,0,0
36.930804,2,0,0
36.930804,3,0,0
37.957016,10,0,0
37.957016,8,0,0
37.957016,9,0,0
37.957016,5,0,0
37.957016,1,500,533000
37.957016,4,0,0
37.957016,6,45,47970
37.957016,7,0,0
37.957016,2,0,0
37.957016,3,0,0
38.983225,10,0,0
38.983225,8,0,0
38.983225,9,0,0
38.983225,5,0,0
38.983225,1,500,533000
38.983225,4,0,0
38.983225,6,46,49036
38.983225,7,0,0
38.983225,2,0,0
38.983225,3,0,0
40.017643,10,0,0
40.017643,8,0,0
40.017643,9,0,0
40.017643,5,0,0
40.017643,1,500,533000
40.017643,4,0,0
40.017643,6,47,50102
40.017643,7,0,0
40.017643,2,0,0
40.017643,3,0,0
41.046904,10,0,0
41.046904,8,0,0
41.046904,9,0,0
41.046904,5,0,0
41.046904,1,500,533000
41.046904,4,0,0
41.046904,6,48,51168
41.046904,7,0,0
41.046904,2,0,0
41.046904,3,0,0
42.077116,10,0,0
42.077116,8,0,0
42.077116,9,0,0
42.077116,5,0,0
42.077116,1,500,533000
42.077116,4,0,0
42.077116,6,50,53300
42.077116,7,0,0
42.077116,2,0,0
42.077116,3,0,0
43.103653,10,0,0
43.103653,8,0,0
43.103653,9,0,0
43.103653,5,0,0
43.103653,1,500,533000
43.103653,4,0,0
43.103653,6,51,54366
43.103653,7,0,0
43.103653,2,0,0
43.103653,3,0,0
44.12933,10,0,0
44.12933,8,0,0
44.12933,9,0,0
44.12933,5,0,0
44.12933,1,500,533000
44.12933,4,0,0
44.12933,6,52,55432
44.12933,7,0,0
44.12933,2,0,0
44.12933,3,0,0
45.153097,10,0,0
45.153097,8,0,0
45.153097,9,0,0
45.153097,5,0,0
45.153097,1,500,533000
45.153097,4,0,0
45.153097,6,53,56498
45.153097,7,0,0
45.153097,2,0,0
45.153097,3,0,0
46.163611,10,0,0
46.163611,8,0,0
46.163611,9,0,0
46.163611,5,0,0
46.163611,1,500,533000
46.163611,4,0,0
46.163611,6,54,57564
46.163611,7,0,0
46.163611,2,0,0
46.163611,3,0,0
47.171269,10,0,0
47.171269,8,0,0
47.171269,9,0,0
47.171269,5,0,0
47.171269,1,500,533000
47.171269,4,0,0
47.171269,6,55,58630
47.171269,7,0,0
